Epoch,Iteration,Loss,Learning Rate
1,1,2.8880820274353027,0.00045
1,2,2.617072105407715,0.0005999999952059659
1,3,2.5566160678863525,0.0005999999700372874
1,4,2.492953300476074,0.0005999999232954579
1,5,2.641761064529419,0.0005999998549804807
1,6,2.3637025356292725,0.0005999997650923606
1,7,2.334881067276001,0.0005999996536311043
1,8,2.2879819869995117,0.0005999995205967195
1,9,2.3015801906585693,0.0005999993659892161
1,10,2.1801109313964844,0.0005999991898086049
1,11,2.188277244567871,0.0005999989920548989
1,12,2.1067495346069336,0.000599998772728112
1,13,2.183194637298584,0.0005999985318282601
1,14,2.0923962593078613,0.0005999982693553606
1,15,2.01771879196167,0.0005999979853094324
1,16,1.9812426567077637,0.0005999976796904956
1,17,2.0133397579193115,0.0005999973524985727
1,18,1.9669239521026611,0.0005999970037336868
1,19,2.01365065574646,0.0005999966333958631
1,20,1.9057064056396484,0.0005999962414851283
1,21,1.9404877424240112,0.0005999958280015106
1,22,1.9073928594589233,0.0005999953929450397
1,23,1.8587936162948608,0.0005999949363157467
1,24,1.8615374565124512,0.0005999944581136647
1,25,1.8346258401870728,0.0005999939583388279
1,26,1.753610372543335,0.0005999934369912724
1,27,1.808881402015686,0.0005999928940710357
1,28,1.8905338048934937,0.0005999923295781567
1,29,1.7788646221160889,0.0005999917435126759
1,30,1.8256415128707886,0.0005999911358746357
1,31,1.786807656288147,0.0005999905066640797
1,32,1.7745306491851807,0.0005999898558810531
1,33,1.7976529598236084,0.0005999891835256028
1,34,1.7398430109024048,0.000599988489597777
1,35,1.714889407157898,0.0005999877740976257
1,36,1.7914119958877563,0.0005999870370252004
1,37,1.7389479875564575,0.000599986278380554
1,38,1.7848029136657715,0.0005999854981637411
1,39,1.6885346174240112,0.0005999846963748177
1,40,1.6560336351394653,0.0005999838730138417
1,41,1.6254671812057495,0.0005999830280808722
1,42,1.612470269203186,0.0005999821615759697
1,43,1.615336298942566,0.0005999812734991969
1,44,1.6830451488494873,0.0005999803638506175
1,45,1.6900427341461182,0.0005999794326302969
