Epoch,Iteration,Loss,Learning Rate
1,1,2.930036783218384,0.00015
1,2,2.842024326324463,0.0003
1,3,2.8342719078063965,0.00045
1,4,2.8047213554382324,0.0006
1,5,2.740828275680542,0.000599999989211102
1,6,2.613574266433716,0.0005999999568444088
1,7,2.690242052078247,0.0005999999028999227
1,8,2.5096778869628906,0.0005999998273776477
1,9,2.601893663406372,0.0005999997302775891
1,10,2.543178081512451,0.0005999996115997538
1,11,2.422502040863037,0.0005999994713441507
1,12,2.414811611175537,0.0005999993095107894
1,13,2.386744976043701,0.0005999991260996821
1,14,2.2937302589416504,0.0005999989211108415
1,15,2.284130334854126,0.0005999986945442825
1,16,2.227877140045166,0.0005999984464000215
1,17,2.209766387939453,0.0005999981766780762
1,18,2.2272391319274902,0.0005999978853784661
1,19,2.157261610031128,0.0005999975725012121
1,20,2.110517740249634,0.0005999972380463367
1,21,2.1068224906921387,0.0005999968820138641
1,22,2.0617311000823975,0.0005999965044038197
1,23,2.1000797748565674,0.0005999961052162308
1,24,2.0495808124542236,0.000599995684451126
1,25,2.009457588195801,0.0005999952421085357
1,26,1.9957447052001953,0.0005999947781884916
1,27,2.029531240463257,0.0005999942926910271
1,28,1.956244707107544,0.0005999937856161771
1,29,1.8995745182037354,0.0005999932569639781
1,30,1.927133321762085,0.0005999927067344683
1,31,1.9296684265136719,0.0005999921349276869
1,32,1.8644037246704102,0.0005999915415436753
1,33,1.8922805786132812,0.0005999909265824761
1,34,1.8642555475234985,0.0005999902900441336
1,35,1.87744140625,0.0005999896319286934
1,36,1.822725534439087,0.0005999889522362031
1,37,1.8470280170440674,0.0005999882509667114
1,38,1.8395198583602905,0.0005999875281202687
1,39,1.8174740076065063,0.0005999867836969272
1,40,1.836756944656372,0.0005999860176967402
1,41,1.8584814071655273,0.000599985230119763
1,42,1.8643362522125244,0.0005999844209660521
1,43,1.7474555969238281,0.0005999835902356659
1,44,1.8725709915161133,0.0005999827379286639
1,45,1.7316042184829712,0.0005999818640451076
1,46,1.7294442653656006,0.0005999809685850597
1,47,1.923818588256836,0.0005999800515485847
1,48,1.841452956199646,0.0005999791129357485
1,49,1.8053938150405884,0.0005999781527466187
1,50,1.815098762512207,0.0005999771709812643
1,51,1.8220040798187256,0.0005999761676397558
1,52,1.862592339515686,0.0005999751427221658
1,53,1.8561912775039673,0.0005999740962285674
1,54,1.8611364364624023,0.0005999730281590364
1,55,1.7824243307113647,0.0005999719385136492
1,56,1.8536754846572876,0.0005999708272924845
1,57,1.916651964187622,0.000599969694495622
1,58,1.7567474842071533,0.0005999685401231435
1,59,1.7352733612060547,0.0005999673641751316
1,60,1.8516855239868164,0.0005999661666516713
1,61,1.8175697326660156,0.0005999649475528483
1,62,1.785347580909729,0.0005999637068787505
1,63,1.804014801979065,0.0005999624446294674
1,64,1.8383691310882568,0.0005999611608050894
1,65,1.832695722579956,0.0005999598554057089
1,66,1.779701828956604,0.0005999585284314199
1,67,1.8561747074127197,0.0005999571798823177
1,68,1.8358535766601562,0.0005999558097584996
1,69,1.7937939167022705,0.000599954418060064
1,70,1.743106484413147,0.0005999530047871108
1,71,1.7761310338974,0.0005999515699397418
1,72,1.7596328258514404,0.0005999501135180602
1,73,1.7359918355941772,0.0005999486355221708
1,74,1.7702211141586304,0.0005999471359521799
1,75,1.854576826095581,0.0005999456148081953
1,76,1.7208913564682007,0.0005999440720903264
1,77,1.6748030185699463,0.0005999425077986843
1,78,1.6962461471557617,0.0005999409219333813
1,79,1.6719108819961548,0.0005999393144945316
1,80,1.840766191482544,0.0005999376854822508
1,81,1.7434661388397217,0.000599936034896656
1,82,1.8088266849517822,0.0005999343627378661
1,83,1.778291940689087,0.0005999326690060012
1,84,1.7711893320083618,0.0005999309537011832
1,85,1.6982080936431885,0.0005999292168235354
1,86,1.8786795139312744,0.0005999274583731827
1,87,1.7998673915863037,0.0005999256783502518
1,88,1.6922032833099365,0.0005999238767548706
1,89,1.734653115272522,0.0005999220535871686
1,90,1.682369589805603,0.0005999202088472769
1,91,1.742309808731079,0.0005999183425353284
1,92,1.8132288455963135,0.0005999164546514573
1,93,1.7636247873306274,0.0005999145451957991
1,94,1.7908945083618164,0.0005999126141684914
1,95,1.77880859375,0.0005999106615696731
1,96,1.8201497793197632,0.0005999086873994846
1,97,1.7278335094451904,0.0005999066916580679
1,98,1.818163514137268,0.0005999046743455664
1,99,1.7316135168075562,0.0005999026354621254
1,100,1.7964141368865967,0.0005999005750078915
1,101,1.7844263315200806,0.0005998984929830128
1,102,1.7366336584091187,0.0005998963893876391
1,103,1.84739089012146,0.0005998942642219217
1,104,1.7783817052841187,0.0005998921174860136
1,105,1.7497142553329468,0.000599889949180069
1,106,1.8228909969329834,0.0005998877593042441
1,107,1.8062461614608765,0.000599885547858696
1,108,1.7260971069335938,0.0005998833148435841
1,109,1.8254657983779907,0.0005998810602590689
1,110,1.78095281124115,0.0005998787841053127
1,111,1.7275514602661133,0.0005998764863824789
1,112,1.7049932479858398,0.0005998741670907332
1,113,1.7961254119873047,0.000599871826230242
1,114,1.7784960269927979,0.000599869463801174
1,115,1.7903207540512085,0.0005998670798036988
1,116,1.7676509618759155,0.0005998646742379881
1,117,1.7565187215805054,0.000599862247104215
1,118,1.8272221088409424,0.0005998597984025537
1,119,1.7972266674041748,0.0005998573281331809
1,120,1.7286348342895508,0.0005998548362962736
1,121,1.7389554977416992,0.0005998523228920115
1,122,1.7630455493927002,0.0005998497879205753
1,123,1.7442152500152588,0.0005998472313821472
1,124,1.873321771621704,0.0005998446532769112
1,125,1.7723777294158936,0.0005998420536050528
1,126,1.7744436264038086,0.0005998394323667587
1,127,1.7593755722045898,0.0005998367895622177
1,128,1.7852455377578735,0.0005998341251916197
1,129,1.681262731552124,0.0005998314392551566
1,130,1.7980186939239502,0.0005998287317530213
1,131,1.7833211421966553,0.0005998260026854087
1,132,1.7391955852508545,0.000599823252052515
1,133,1.775556206703186,0.0005998204798545382
1,134,1.7479536533355713,0.0005998176860916776
1,135,1.795833945274353,0.000599814870764134
1,136,1.735232949256897,0.0005998120338721101
1,137,1.7161757946014404,0.0005998091754158099
1,138,1.8216806650161743,0.0005998062953954389
1,139,1.8091552257537842,0.0005998033938112043
1,140,1.7563844919204712,0.0005998004706633149
1,141,1.7394195795059204,0.0005997975259519809
1,142,1.7700340747833252,0.0005997945596774141
1,143,1.7071930170059204,0.0005997915718398278
1,144,1.787531852722168,0.0005997885624394368
1,145,1.7572988271713257,0.0005997855314764578
1,146,1.712710976600647,0.0005997824789511086
1,147,1.7184841632843018,0.0005997794048636088
1,148,1.695731520652771,0.0005997763092141798
1,149,1.8136653900146484,0.0005997731920030438
1,150,1.7540899515151978,0.0005997700532304253
1,151,1.7920030355453491,0.0005997668928965499
1,152,1.750710129737854,0.000599763711001645
1,153,1.7769546508789062,0.0005997605075459395
1,154,1.705575942993164,0.0005997572825296638
1,155,1.7663854360580444,0.0005997540359530497
1,156,1.7167088985443115,0.0005997507678163308
1,157,1.8285785913467407,0.0005997474781197423
1,158,1.731018304824829,0.0005997441668635208
1,159,1.7038133144378662,0.0005997408340479042
1,160,1.7446842193603516,0.0005997374796731324
1,161,1.7485840320587158,0.0005997341037394468
1,162,1.734135389328003,0.0005997307062470899
1,163,1.7034695148468018,0.0005997272871963063
1,164,1.788764238357544,0.0005997238465873419
1,165,1.838503122329712,0.0005997203844204442
1,166,1.7787144184112549,0.0005997169006958621
1,167,1.7806068658828735,0.0005997133954138463
1,168,1.7644264698028564,0.0005997098685746486
1,169,1.7483294010162354,0.0005997063201785232
1,170,1.7431262731552124,0.0005997027502257249
1,171,1.7816396951675415,0.0005996991587165106
1,172,1.7155717611312866,0.0005996955456511387
1,173,1.7954542636871338,0.0005996919110298689
1,174,1.7401695251464844,0.0005996882548529628
1,175,1.7431221008300781,0.0005996845771206832
1,176,1.738682508468628,0.0005996808778332949
1,177,1.7683948278427124,0.0005996771569910637
1,178,1.7399142980575562,0.0005996734145942574
1,179,1.7267539501190186,0.000599669650643145
1,180,1.7626588344573975,0.0005996658651379974
1,181,1.7631498575210571,0.0005996620580790867
1,182,1.8004251718521118,0.000599658229466687
1,183,1.8144680261611938,0.0005996543793010734
1,184,1.7594608068466187,0.000599650507582523
1,185,1.739910364151001,0.0005996466143113141
1,186,1.761319875717163,0.0005996426994877269
1,187,1.7422910928726196,0.000599638763112043
1,188,1.7577015161514282,0.0005996348051845454
1,189,1.735918402671814,0.0005996308257055188
1,190,1.7149486541748047,0.0005996268246752494
1,191,1.7180343866348267,0.0005996228020940251
1,192,1.699670433998108,0.0005996187579621351
1,193,1.715476393699646,0.0005996146922798704
1,194,1.734527826309204,0.0005996106050475234
1,195,1.754667043685913,0.000599606496265388
1,196,1.6832669973373413,0.0005996023659337597
1,197,1.668292760848999,0.0005995982140529357
1,198,1.727867841720581,0.0005995940406232146
1,199,1.7872273921966553,0.0005995898456448965
1,200,1.7430311441421509,0.0005995856291182832
